PowerSupply,MRP
EVGA 1000W Gold Modular PSU,₹9473
Antec 1000W Platinum Semi-Modular PSU,₹9342
DeepCool 1000W Platinum Modular PSU,₹9315
EVGA 750W White Semi-Modular PSU,₹9263
Antec 550W Gold Non-Modular PSU,₹9262
MSI 1000W Bronze Non-Modular PSU,₹9242
MSI 700W White Semi-Modular PSU,₹9184
DeepCool 450W Gold Semi-Modular PSU,₹9167
Antec 1000W Platinum Semi-Modular PSU,₹9127
Cooler Master 450W Bronze Modular PSU,₹9091
DeepCool 850W Gold Non-Modular PSU,₹9052
NZXT 750W Gold Modular PSU,₹8999
be quiet! 650W Gold Modular PSU,₹8935
SilverStone 800W White Semi-Modular PSU,₹8914
Cooler Master 500W Bronze Non-Modular PSU,₹8903
NZXT 550W Bronze Non-Modular PSU,₹8873
DeepCool 700W Bronze Modular PSU,₹8833
EVGA 600W Bronze Non-Modular PSU,₹8744
XPG 1200W Platinum Modular PSU,₹8716
Corsair 750W Gold Non-Modular PSU,₹8624
Seasonic 600W Gold Semi-Modular PSU,₹8563
Thermaltake 750W Platinum Modular PSU,₹8519
SilverStone 1200W White Non-Modular PSU,₹8489
Seasonic 800W Bronze Semi-Modular PSU,₹8434
Antec 750W Platinum Modular PSU,₹8378
Thermaltake 1000W White Non-Modular PSU,₹8368
be quiet! 1000W Platinum Non-Modular PSU,₹8351
be quiet! 1000W Platinum Modular PSU,₹8332
EVGA 1000W Bronze Semi-Modular PSU,₹8327
NZXT 650W Platinum Non-Modular PSU,₹8324
EVGA 850W Bronze Modular PSU,₹8306
Antec 450W White Modular PSU,₹8302
DeepCool 850W Platinum Non-Modular PSU,₹8300
be quiet! 600W Bronze Non-Modular PSU,₹8279
MSI 850W Bronze Modular PSU,₹8262
Antec 850W Gold Modular PSU,₹8225
Antec 650W White Semi-Modular PSU,₹8207
Zebronics 850W Platinum Semi-Modular PSU,₹8206
Thermaltake 1200W Platinum Modular PSU,₹8203
Zebronics 650W Platinum Modular PSU,₹8190
EVGA 800W Platinum Modular PSU,₹8179
NZXT 800W Gold Modular PSU,₹8164
Zebronics 450W Gold Non-Modular PSU,₹8143
Corsair 650W Gold Semi-Modular PSU,₹8065
NZXT 1200W Platinum Semi-Modular PSU,₹8060
Zebronics 500W Platinum Modular PSU,₹8042
EVGA 750W White Non-Modular PSU,₹8022
SilverStone 1200W White Non-Modular PSU,₹8022
Gigabyte 450W Bronze Non-Modular PSU,₹7974
NZXT 450W Platinum Modular PSU,₹7969
be quiet! 750W White Non-Modular PSU,₹7904
Thermaltake 800W White Semi-Modular PSU,₹7883
Corsair 550W Platinum Modular PSU,₹7863
MSI 750W Platinum Semi-Modular PSU,₹7833
SilverStone 850W Bronze Semi-Modular PSU,₹7824
Corsair 1000W White Modular PSU,₹7813
Antec 600W Bronze Modular PSU,₹7781
Cooler Master 750W Gold Semi-Modular PSU,₹7766
SilverStone 1000W Gold Semi-Modular PSU,₹7674
Cooler Master 1000W White Modular PSU,₹7670
SilverStone 850W Platinum Non-Modular PSU,₹7581
EVGA 700W Bronze Semi-Modular PSU,₹7546
Gigabyte 650W Gold Modular PSU,₹7541
Thermaltake 750W Bronze Non-Modular PSU,₹7526
MSI 1200W Gold Semi-Modular PSU,₹7488
EVGA 700W Bronze Non-Modular PSU,₹7462
MSI 700W Gold Semi-Modular PSU,₹7426
XPG 1200W Platinum Modular PSU,₹7329
Gigabyte 850W Platinum Non-Modular PSU,₹7314
SilverStone 1200W Platinum Non-Modular PSU,₹7303
DeepCool 600W Platinum Semi-Modular PSU,₹7291
Seasonic 1200W Gold Non-Modular PSU,₹7284
Antec 1000W Bronze Semi-Modular PSU,₹7248
Thermaltake 1000W White Semi-Modular PSU,₹7239
Seasonic 650W Bronze Modular PSU,₹7209
EVGA 750W Gold Semi-Modular PSU,₹7195
XPG 800W Platinum Modular PSU,₹7179
DeepCool 750W Bronze Non-Modular PSU,₹7179
NZXT 1200W Bronze Non-Modular PSU,₹7177
DeepCool 850W White Semi-Modular PSU,₹7151
DeepCool 550W White Modular PSU,₹7136
Zebronics 600W White Modular PSU,₹7098
Gigabyte 800W Platinum Non-Modular PSU,₹7042
MSI 650W Bronze Modular PSU,₹7038
Thermaltake 750W Bronze Semi-Modular PSU,₹7011
Corsair 650W White Non-Modular PSU,₹7001
XPG 650W Bronze Non-Modular PSU,₹6983
SilverStone 800W Bronze Non-Modular PSU,₹6949
Seasonic 850W Gold Modular PSU,₹6829
XPG 850W Bronze Non-Modular PSU,₹6814
Cooler Master 1000W Bronze Modular PSU,₹6814
Cooler Master 800W Bronze Non-Modular PSU,₹6814
MSI 450W White Modular PSU,₹6808
Corsair 850W Platinum Semi-Modular PSU,₹6775
XPG 450W White Semi-Modular PSU,₹6771
Gigabyte 600W White Non-Modular PSU,₹6726
XPG 750W Bronze Semi-Modular PSU,₹6724
NZXT 500W Gold Semi-Modular PSU,₹6709
Gigabyte 600W Platinum Semi-Modular PSU,₹6670
be quiet! 500W Gold Non-Modular PSU,₹6669
EVGA 1200W Bronze Semi-Modular PSU,₹6640
MSI 700W Gold Semi-Modular PSU,₹6608
SilverStone 500W Platinum Non-Modular PSU,₹6582
Zebronics 600W Bronze Non-Modular PSU,₹6549
NZXT 600W Bronze Semi-Modular PSU,₹6547
Zebronics 1000W Gold Non-Modular PSU,₹6544
NZXT 850W Bronze Modular PSU,₹6541
Antec 1200W Platinum Non-Modular PSU,₹6532
XPG 1000W White Semi-Modular PSU,₹6519
NZXT 450W Bronze Modular PSU,₹6504
EVGA 550W Gold Semi-Modular PSU,₹6494
NZXT 500W Platinum Modular PSU,₹6443
Corsair 850W Gold Non-Modular PSU,₹6410
be quiet! 700W Gold Non-Modular PSU,₹6407
SilverStone 600W Platinum Non-Modular PSU,₹6383
MSI 650W Bronze Modular PSU,₹6362
Antec 800W Gold Semi-Modular PSU,₹6344
Corsair 750W Gold Non-Modular PSU,₹6292
Cooler Master 450W Gold Semi-Modular PSU,₹6289
Thermaltake 500W Gold Non-Modular PSU,₹6259
SilverStone 1200W Platinum Non-Modular PSU,₹6257
Cooler Master 550W Platinum Semi-Modular PSU,₹6250
XPG 800W Gold Non-Modular PSU,₹6243
Seasonic 450W Gold Modular PSU,₹6236
Antec 550W Platinum Modular PSU,₹6222
SilverStone 550W Bronze Non-Modular PSU,₹6221
SilverStone 550W Gold Non-Modular PSU,₹6194
XPG 700W White Non-Modular PSU,₹6097
Antec 1200W Gold Non-Modular PSU,₹6049
Cooler Master 800W Platinum Non-Modular PSU,₹6048
be quiet! 1200W Bronze Modular PSU,₹5991
Gigabyte 600W White Semi-Modular PSU,₹5983
SilverStone 500W Bronze Non-Modular PSU,₹5938
Corsair 450W White Modular PSU,₹5935
EVGA 1200W Platinum Semi-Modular PSU,₹5927
XPG 750W Platinum Modular PSU,₹5925
NZXT 450W Gold Semi-Modular PSU,₹5912
Cooler Master 550W Platinum Semi-Modular PSU,₹5910
be quiet! 450W White Semi-Modular PSU,₹5847
Seasonic 450W Bronze Non-Modular PSU,₹5787
be quiet! 550W Gold Modular PSU,₹5770
MSI 450W Platinum Semi-Modular PSU,₹5724
Seasonic 650W Platinum Semi-Modular PSU,₹5716
Gigabyte 850W Gold Modular PSU,₹5662
Gigabyte 1200W White Semi-Modular PSU,₹5646
Thermaltake 500W Gold Modular PSU,₹5617
XPG 1000W White Non-Modular PSU,₹5564
Gigabyte 750W Bronze Non-Modular PSU,₹5527
MSI 550W Platinum Non-Modular PSU,₹5520
Corsair 1000W White Semi-Modular PSU,₹5436
be quiet! 850W White Modular PSU,₹5406
be quiet! 450W Gold Modular PSU,₹5392
be quiet! 700W Platinum Non-Modular PSU,₹5377
Gigabyte 1200W Platinum Modular PSU,₹5206
NZXT 600W Gold Modular PSU,₹5193
MSI 850W Gold Modular PSU,₹5080
Cooler Master 650W White Non-Modular PSU,₹5079
NZXT 650W White Semi-Modular PSU,₹5022
Zebronics 600W Bronze Modular PSU,₹4983
Gigabyte 700W White Modular PSU,₹4956
Zebronics 850W Bronze Modular PSU,₹4935
Seasonic 1000W Gold Modular PSU,₹4911
NZXT 650W White Non-Modular PSU,₹4870
Seasonic 850W Platinum Modular PSU,₹4847
Antec 800W Bronze Semi-Modular PSU,₹4826
XPG 700W Platinum Semi-Modular PSU,₹4718
Seasonic 450W Gold Modular PSU,₹4707
EVGA 1200W White Non-Modular PSU,₹4681
Zebronics 450W White Modular PSU,₹4664
EVGA 1200W Platinum Non-Modular PSU,₹4646
XPG 550W White Non-Modular PSU,₹4605
Seasonic 600W Platinum Semi-Modular PSU,₹4594
DeepCool 500W Gold Semi-Modular PSU,₹4592
Gigabyte 700W White Modular PSU,₹4575
be quiet! 650W White Non-Modular PSU,₹4563
Thermaltake 450W Gold Semi-Modular PSU,₹4562
be quiet! 1200W Gold Non-Modular PSU,₹4549
MSI 800W Bronze Semi-Modular PSU,₹4536
EVGA 1000W Bronze Semi-Modular PSU,₹4531
Thermaltake 500W Platinum Modular PSU,₹4505
MSI 1000W Gold Semi-Modular PSU,₹4403
Gigabyte 550W Gold Semi-Modular PSU,₹4399
DeepCool 1200W Platinum Modular PSU,₹4391
DeepCool 450W Gold Semi-Modular PSU,₹4326
EVGA 800W Platinum Semi-Modular PSU,₹4298
SilverStone 550W Gold Non-Modular PSU,₹4266
NZXT 700W Platinum Semi-Modular PSU,₹4265
Corsair 1000W Gold Modular PSU,₹4161
Thermaltake 450W White Semi-Modular PSU,₹4127
DeepCool 700W Platinum Modular PSU,₹4100
Seasonic 750W Bronze Semi-Modular PSU,₹4085
Corsair 450W Gold Non-Modular PSU,₹4072
Cooler Master 1000W White Modular PSU,₹4067
Corsair 850W White Semi-Modular PSU,₹4028
Cooler Master 800W Bronze Non-Modular PSU,₹3989
DeepCool 600W Platinum Modular PSU,₹3983
EVGA 850W Platinum Semi-Modular PSU,₹3958
Zebronics 750W Platinum Non-Modular PSU,₹3943
Cooler Master 750W White Modular PSU,₹3917
be quiet! 500W Gold Semi-Modular PSU,₹3916
DeepCool 600W Gold Semi-Modular PSU,₹3901
Zebronics 550W Gold Modular PSU,₹3880
NZXT 700W Gold Modular PSU,₹3871
MSI 1200W Bronze Modular PSU,₹3871
NZXT 800W Bronze Non-Modular PSU,₹3851
Corsair 600W Platinum Non-Modular PSU,₹3841
be quiet! 650W Platinum Modular PSU,₹3824
Cooler Master 600W Gold Modular PSU,₹3819
Antec 1000W Bronze Modular PSU,₹3811
Corsair 800W White Modular PSU,₹3808
Thermaltake 1000W White Non-Modular PSU,₹3807
Zebronics 1000W Bronze Semi-Modular PSU,₹3787
XPG 600W Bronze Semi-Modular PSU,₹3747
EVGA 500W White Modular PSU,₹3739
Cooler Master 750W Gold Modular PSU,₹3730
DeepCool 600W Gold Semi-Modular PSU,₹3729
SilverStone 600W Gold Non-Modular PSU,₹3725
be quiet! 500W White Semi-Modular PSU,₹3724
be quiet! 750W Bronze Non-Modular PSU,₹3708
Zebronics 650W Gold Modular PSU,₹3693
Gigabyte 1200W White Modular PSU,₹3641
Corsair 550W Platinum Semi-Modular PSU,₹3619
Zebronics 750W Gold Non-Modular PSU,₹3570
Corsair 800W Platinum Non-Modular PSU,₹3558
Zebronics 600W Bronze Non-Modular PSU,₹3543
XPG 450W Gold Semi-Modular PSU,₹3524
Thermaltake 650W White Non-Modular PSU,₹3504
be quiet! 550W White Modular PSU,₹3492
be quiet! 700W Gold Semi-Modular PSU,₹3474
Zebronics 750W Gold Semi-Modular PSU,₹3439
Cooler Master 650W Gold Semi-Modular PSU,₹3417
DeepCool 550W White Semi-Modular PSU,₹3415
XPG 700W Gold Semi-Modular PSU,₹3414
Gigabyte 750W Bronze Non-Modular PSU,₹3410
be quiet! 800W Platinum Semi-Modular PSU,₹3378
Gigabyte 1000W Bronze Modular PSU,₹3332
Seasonic 850W Gold Semi-Modular PSU,₹3309
Gigabyte 700W Gold Modular PSU,₹3308
Zebronics 800W Gold Non-Modular PSU,₹3303
MSI 1000W White Modular PSU,₹3302
Antec 1200W Bronze Modular PSU,₹3244
EVGA 1000W White Semi-Modular PSU,₹3220
EVGA 850W Platinum Modular PSU,₹3179
Gigabyte 500W Gold Modular PSU,₹3168
NZXT 850W Bronze Non-Modular PSU,₹3150
EVGA 650W Gold Semi-Modular PSU,₹3144
NZXT 800W White Semi-Modular PSU,₹3100
Corsair 750W Platinum Non-Modular PSU,₹3088
Seasonic 500W White Non-Modular PSU,₹3068
Antec 1200W Platinum Modular PSU,₹3042
DeepCool 500W Platinum Non-Modular PSU,₹2984
Cooler Master 850W Gold Semi-Modular PSU,₹2978
DeepCool 800W Platinum Semi-Modular PSU,₹2978
MSI 800W Bronze Modular PSU,₹2946
Corsair 700W Platinum Semi-Modular PSU,₹2938
NZXT 550W Bronze Semi-Modular PSU,₹2934
EVGA 1200W Platinum Non-Modular PSU,₹2933
SilverStone 500W White Semi-Modular PSU,₹2876
SilverStone 600W Bronze Modular PSU,₹2866
DeepCool 850W White Modular PSU,₹2822
MSI 850W White Modular PSU,₹2788
Cooler Master 550W Bronze Semi-Modular PSU,₹2769
Zebronics 1000W Gold Semi-Modular PSU,₹2717
MSI 850W Platinum Modular PSU,₹2703
Antec 750W Gold Modular PSU,₹2670
Seasonic 500W Platinum Semi-Modular PSU,₹2605
Seasonic 450W White Semi-Modular PSU,₹2561
Cooler Master 500W Platinum Modular PSU,₹2508
Zebronics 800W Gold Non-Modular PSU,₹2426
SilverStone 500W Platinum Non-Modular PSU,₹2411
Thermaltake 600W White Modular PSU,₹2405
SilverStone 600W Gold Modular PSU,₹2362
be quiet! 1200W White Non-Modular PSU,₹2353
MSI 650W Platinum Semi-Modular PSU,₹2340
Antec 850W White Non-Modular PSU,₹2320
Gigabyte 550W Platinum Modular PSU,₹2319
Antec 850W Platinum Non-Modular PSU,₹2304
DeepCool 700W Bronze Modular PSU,₹2300
Cooler Master 1200W White Non-Modular PSU,₹2280
Gigabyte 700W Bronze Semi-Modular PSU,₹2255
MSI 700W Platinum Semi-Modular PSU,₹2221
SilverStone 800W Bronze Modular PSU,₹2184
NZXT 850W Gold Semi-Modular PSU,₹2119
Corsair 650W Gold Non-Modular PSU,₹2112
Seasonic 450W Bronze Semi-Modular PSU,₹2096
EVGA 700W Platinum Semi-Modular PSU,₹2089
Cooler Master 500W Platinum Modular PSU,₹2066
Zebronics 1200W Gold Modular PSU,₹2053
Antec 700W Gold Modular PSU,₹2022
SilverStone 600W Platinum Modular PSU,₹2021
DeepCool 850W Bronze Modular PSU,₹2003
Zebronics 750W Platinum Semi-Modular PSU,₹2001
Corsair 800W Bronze Modular PSU,₹1976
NZXT 1000W Platinum Non-Modular PSU,₹1806
Antec 750W Gold Non-Modular PSU,₹14968
Seasonic 1200W Platinum Non-Modular PSU,₹14926
MSI 1000W Platinum Non-Modular PSU,₹14913
EVGA 750W Bronze Semi-Modular PSU,₹14902
EVGA 1200W White Modular PSU,₹14897
Seasonic 650W Gold Semi-Modular PSU,₹14894
Zebronics 1200W Platinum Non-Modular PSU,₹14872
EVGA 700W Gold Non-Modular PSU,₹14856
EVGA 700W Platinum Modular PSU,₹14849
SilverStone 550W Gold Modular PSU,₹14800
Cooler Master 550W Gold Non-Modular PSU,₹14756
EVGA 700W Platinum Non-Modular PSU,₹14727
Gigabyte 800W White Modular PSU,₹14693
SilverStone 750W Bronze Semi-Modular PSU,₹14688
Antec 700W Bronze Modular PSU,₹14676
be quiet! 600W Bronze Non-Modular PSU,₹14671
be quiet! 550W White Semi-Modular PSU,₹14664
MSI 550W White Non-Modular PSU,₹14641
Seasonic 550W Platinum Non-Modular PSU,₹14637
DeepCool 1000W Bronze Modular PSU,₹14631
be quiet! 550W Gold Semi-Modular PSU,₹14583
Zebronics 500W Platinum Non-Modular PSU,₹14563
EVGA 550W Bronze Modular PSU,₹14551
Cooler Master 600W White Non-Modular PSU,₹14491
XPG 450W Gold Non-Modular PSU,₹14483
Corsair 850W White Semi-Modular PSU,₹14463
EVGA 500W Platinum Semi-Modular PSU,₹14370
XPG 550W White Modular PSU,₹14339
Cooler Master 550W Platinum Non-Modular PSU,₹14327
MSI 450W Bronze Non-Modular PSU,₹14308
Gigabyte 700W Platinum Semi-Modular PSU,₹14289
Antec 500W Platinum Non-Modular PSU,₹14279
Zebronics 450W Platinum Semi-Modular PSU,₹14276
SilverStone 750W Gold Semi-Modular PSU,₹14264
be quiet! 750W Bronze Modular PSU,₹14244
Cooler Master 700W Platinum Semi-Modular PSU,₹14234
SilverStone 550W White Non-Modular PSU,₹14188
be quiet! 450W Bronze Semi-Modular PSU,₹14112
Zebronics 1000W Platinum Non-Modular PSU,₹14106
XPG 1200W Platinum Non-Modular PSU,₹14094
MSI 1000W Platinum Modular PSU,₹14088
Gigabyte 600W White Semi-Modular PSU,₹14071
Corsair 550W Bronze Non-Modular PSU,₹14060
Antec 1200W Platinum Non-Modular PSU,₹14029
NZXT 1200W White Modular PSU,₹13993
Cooler Master 550W Platinum Semi-Modular PSU,₹13952
DeepCool 1200W Bronze Modular PSU,₹13937
NZXT 650W Bronze Semi-Modular PSU,₹13918
Seasonic 550W Platinum Semi-Modular PSU,₹13854
be quiet! 650W Gold Semi-Modular PSU,₹13802
be quiet! 850W Platinum Modular PSU,₹13718
SilverStone 1000W Platinum Semi-Modular PSU,₹13634
Zebronics 750W White Modular PSU,₹13633
Antec 650W Platinum Modular PSU,₹13627
Antec 700W Bronze Semi-Modular PSU,₹13626
DeepCool 1200W Bronze Semi-Modular PSU,₹13605
MSI 450W Bronze Modular PSU,₹13465
Antec 750W Platinum Non-Modular PSU,₹13435
Cooler Master 750W White Modular PSU,₹13405
Antec 750W Bronze Non-Modular PSU,₹13353
XPG 750W Gold Modular PSU,₹13295
EVGA 500W Bronze Semi-Modular PSU,₹13282
Corsair 1200W White Semi-Modular PSU,₹13274
Zebronics 1000W Gold Non-Modular PSU,₹13273
XPG 700W Gold Modular PSU,₹13242
Corsair 1200W Bronze Semi-Modular PSU,₹13231
Seasonic 600W Bronze Modular PSU,₹13221
MSI 500W Platinum Non-Modular PSU,₹13167
SilverStone 850W White Non-Modular PSU,₹13147
MSI 750W Bronze Semi-Modular PSU,₹13129
SilverStone 550W Gold Modular PSU,₹13076
be quiet! 1200W White Non-Modular PSU,₹13031
Zebronics 700W White Modular PSU,₹12978
Gigabyte 700W Platinum Modular PSU,₹12951
Seasonic 600W Gold Modular PSU,₹12937
Zebronics 750W Platinum Modular PSU,₹12821
MSI 650W White Non-Modular PSU,₹12690
Cooler Master 450W Gold Modular PSU,₹12680
Cooler Master 500W Platinum Modular PSU,₹12654
Zebronics 700W Gold Semi-Modular PSU,₹12648
Antec 1000W Platinum Modular PSU,₹12606
EVGA 750W Gold Semi-Modular PSU,₹12599
Cooler Master 700W Platinum Modular PSU,₹12568
EVGA 850W Bronze Modular PSU,₹12499
Cooler Master 600W Platinum Semi-Modular PSU,₹12471
SilverStone 850W White Semi-Modular PSU,₹12408
EVGA 750W Platinum Non-Modular PSU,₹12381
Cooler Master 550W Platinum Non-Modular PSU,₹12335
be quiet! 1200W Platinum Semi-Modular PSU,₹12318
be quiet! 850W White Non-Modular PSU,₹12200
Thermaltake 850W Platinum Semi-Modular PSU,₹12196
Gigabyte 600W Gold Non-Modular PSU,₹12180
EVGA 700W Bronze Non-Modular PSU,₹12165
Gigabyte 500W Platinum Modular PSU,₹12159
DeepCool 600W Gold Non-Modular PSU,₹12149
Corsair 1000W Platinum Semi-Modular PSU,₹12120
Thermaltake 450W Bronze Non-Modular PSU,₹12112
NZXT 450W White Semi-Modular PSU,₹12112
Zebronics 500W Platinum Semi-Modular PSU,₹12081
Antec 650W Bronze Non-Modular PSU,₹12056
Seasonic 750W Platinum Semi-Modular PSU,₹12056
XPG 650W Bronze Semi-Modular PSU,₹12042
Seasonic 450W Platinum Non-Modular PSU,₹12023
Gigabyte 550W Bronze Non-Modular PSU,₹12007
Gigabyte 750W Platinum Modular PSU,₹12002
be quiet! 450W Bronze Semi-Modular PSU,₹11993
XPG 500W Bronze Non-Modular PSU,₹11989
Thermaltake 500W Bronze Modular PSU,₹11977
SilverStone 750W Gold Modular PSU,₹11976
Seasonic 850W White Non-Modular PSU,₹11967
Antec 800W Platinum Non-Modular PSU,₹11935
NZXT 700W Gold Semi-Modular PSU,₹11883
Thermaltake 700W Gold Modular PSU,₹11862
SilverStone 1000W Platinum Modular PSU,₹11800
DeepCool 750W Platinum Semi-Modular PSU,₹11760
DeepCool 850W Bronze Modular PSU,₹11661
Cooler Master 1200W White Semi-Modular PSU,₹11645
Antec 650W Bronze Non-Modular PSU,₹11613
EVGA 450W Bronze Modular PSU,₹11593
Antec 750W Bronze Semi-Modular PSU,₹11573
Zebronics 800W White Non-Modular PSU,₹11556
Seasonic 500W Gold Modular PSU,₹11542
XPG 1000W Platinum Modular PSU,₹11516
Corsair 1000W Gold Modular PSU,₹11498
XPG 650W White Non-Modular PSU,₹11472
NZXT 500W Platinum Semi-Modular PSU,₹11460
be quiet! 700W Bronze Semi-Modular PSU,₹11459
XPG 800W Gold Modular PSU,₹11459
Cooler Master 500W Bronze Non-Modular PSU,₹11396
Antec 850W White Modular PSU,₹11345
SilverStone 750W Platinum Modular PSU,₹11343
MSI 1000W White Non-Modular PSU,₹11290
Cooler Master 550W Platinum Modular PSU,₹11278
Cooler Master 750W Bronze Semi-Modular PSU,₹11260
NZXT 800W Platinum Semi-Modular PSU,₹11231
Cooler Master 700W Platinum Non-Modular PSU,₹11220
Cooler Master 650W Bronze Non-Modular PSU,₹11218
Zebronics 550W White Modular PSU,₹11208
Corsair 850W White Modular PSU,₹11137
MSI 1000W White Modular PSU,₹11108
Corsair 1200W White Semi-Modular PSU,₹11023
XPG 600W Platinum Non-Modular PSU,₹11011
Cooler Master 800W Platinum Modular PSU,₹11004
Gigabyte 1000W Platinum Non-Modular PSU,₹10998
Cooler Master 1200W Gold Modular PSU,₹10916
SilverStone 450W Bronze Non-Modular PSU,₹10885
Gigabyte 550W Platinum Non-Modular PSU,₹10882
MSI 600W Gold Non-Modular PSU,₹10870
NZXT 750W White Non-Modular PSU,₹10858
EVGA 850W Gold Semi-Modular PSU,₹10802
XPG 450W Bronze Semi-Modular PSU,₹10799
SilverStone 850W White Semi-Modular PSU,₹10782
Thermaltake 450W Platinum Semi-Modular PSU,₹10780
Zebronics 700W Bronze Non-Modular PSU,₹10763
Cooler Master 500W Bronze Non-Modular PSU,₹10740
NZXT 750W Gold Semi-Modular PSU,₹10736
Gigabyte 500W Gold Semi-Modular PSU,₹10732
Zebronics 550W White Semi-Modular PSU,₹10729
Antec 600W Platinum Non-Modular PSU,₹10696
NZXT 450W Gold Modular PSU,₹10662
Corsair 650W White Semi-Modular PSU,₹10620
Zebronics 850W Platinum Modular PSU,₹10599
Corsair 1000W Gold Semi-Modular PSU,₹10590
EVGA 1000W Platinum Semi-Modular PSU,₹10588
Gigabyte 650W Platinum Non-Modular PSU,₹10583
NZXT 650W Gold Modular PSU,₹10538
Thermaltake 700W Bronze Modular PSU,₹10516
SilverStone 750W White Non-Modular PSU,₹10469
SilverStone 850W Bronze Non-Modular PSU,₹10467
MSI 850W Bronze Modular PSU,₹10441
Seasonic 1000W Bronze Non-Modular PSU,₹10397
Antec 600W Platinum Semi-Modular PSU,₹10360
MSI 800W White Semi-Modular PSU,₹10306
Cooler Master 500W Platinum Modular PSU,₹10294
Thermaltake 800W White Modular PSU,₹10286
XPG 600W White Non-Modular PSU,₹10270
Zebronics 750W White Modular PSU,₹10268
DeepCool 600W White Semi-Modular PSU,₹10260
MSI 1200W White Non-Modular PSU,₹10257
SilverStone 550W Platinum Modular PSU,₹10230
DeepCool 1000W Gold Non-Modular PSU,₹10230
EVGA 700W Platinum Semi-Modular PSU,₹10181
MSI 500W Bronze Modular PSU,₹10154
be quiet! 850W Bronze Modular PSU,₹10144
Antec 850W Bronze Modular PSU,₹10142
Corsair 500W Platinum Non-Modular PSU,₹10137
be quiet! 600W Bronze Non-Modular PSU,₹10118
Antec 1000W Gold Modular PSU,₹10070
Thermaltake 700W White Semi-Modular PSU,₹10030

